ACO_Num,ACO_Name,ACO_Service_Area,ACO_Agreement_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Track_1,Track_1+,Track_2,Track_3,Adv_Pay,AIM,SNF_3-Day_Rule_Waiver,ACO_Address,ACO_Public_Reporting_Website,ACO_Exec_Name,ACO_Exec_Email,ACO_Exec_Phone,ACO_Public_Name,ACO_Public_Email,ACO_Public_Phone,ACO_Zip
A40908,"MILESTONE HEALTH, INC.",FL,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"235 Apollo Beach Boulevard, Suite 223, Apollo Beach, Florida, 33572",http://www.milestoneaco.com/reporting/,debra Ouellette,debbie.ouellette@milestoneaco.com,(866) 612-3475,Jenisse Ouellette,jenisse.ouellette@milestoneaco.com,(866) 612-3475,"33572(27.767587, -82.403485)"
A33789,"CHSPSC ACO 13, LLC",PA,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4000 Meridian Blvd., Franklin, Tennessee, 37067",chs.net,Mark Barnhart,mark_barnhart@chs.net,(615) 925-4319,Gary  Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"37067(35.92436, -86.797297)"
A80878,"Tidewater Accountable Care Organization, LLC",VA,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"860 Omni Blvd., Suite 401, Newport News, Virginia, 23606",http://mytpmg.com/tidewater-accountable-care-organization/,Jennifer Sharp-Warthan, Jennifer.Sharp-Warthan@tpmgpc.com,(757) 232-8764,Sibyl Wilson,sibby.wilson@tpmgpc.com,(757) 232-8764,"23606(37.077949, -76.495095)"
A67286,"VillageMD Chicago ACO, LLC","GA, IL, IN, KY, TN",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"One North Franklin, Suite 1205, Chicago, Illinois, 60606",VillageMDChicagoACO.com,Patrick Sorrentino,psorrentino@villagemd.com,(630) 514-9226,Alesha Henley,ahenley@villagemd.com,(630) 660-5579,"60606(41.882634, -87.63676)"
A74254,UPSA ACO LLC,TX,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"8023 Vantage Drive , Ste 313, San Antonio, Texas, 78230",http://www.upsaaco.com/public-reporting.html,Eric Weaver,eweaver@innovista-health.com,(512) 789-5945,Eric Weaver,eweaver@innovista-health.com,(512) 789-5945,"78230(29.54301, -98.554162)"
A65596,"Integrated Care Alliance, LLC",FL,Currently Participating,2,07/01/2012,01/01/2016,0,1,0,0,0,0,0,"4343 W. Newberry Road, Suite 18 ACO, Gainesville, Florida, 32607",https://www.simedhealth.com/content/integrated-care-alliance-llc,Daniel M Duncanson,dduncanson@simedhealth.com,(352) 224-2302,Daniel M Duncanson,dduncanson@simedhealth.com,(352) 224-2302,"32607(29.645708, -82.414895)"
A20392,"Aledade Mississippi ACO, LLC","MS, TN",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"7315 Wisconsin Ave, Suite 1000E, Bethesda, Maryland, 20814",www.aledade.com/ms/,Blaine Lindsey,blindsey@aledade.com,(504) 982-0379,Blaine Lindsey,blindsey@aledade.com,(504) 982-0379,"20814(39.003061, -77.102949)"
A54062,Prime Healthcare ACO,"CA, NV",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"3300 E Guasti Road, 3rd Floor, Ontario, California, 91761",http://www.primeaco.com/About-Us.aspx,Alan Smith Jr,asmith@primehealthcare.com,(775) 770-7227,Elizabeth Nikels,ENikels@primehealthcare.com,(909) 235-4305,"91761(34.037883, -117.598471)"
A75317,"Boulder Valley Care Network, LLC",CO,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4141 Arapahoe Avenue, Suite 206, Boulder, Colorado, 80303",www.mybvcn.org,Benjamin Dzialo,bdzialo@bch.org,(303) 415-5110,Benjamin Dzialo,bdzialo@bch.org,(303) 415-5110,"80303(39.990475, -105.217034)"
A24804,"Alliance for Integrated Care of New York, LLC","NJ, NY",Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"330 West 34th Street, 15FL, New York, New York, 10001",http://www.aicofny.com/public-reporting/,Duane Schielke,dschielke@CPOFNYS.ORG,(212) 356-1204,Duane Schielke,dschielke@cpofnys.org,(212) 356-1204,"10001(40.750166, -73.996575)"
A74448,Cotton-O'Neil ACO llc,KS,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"1500 SW 10th Ave, Topeka, Kansas, 66604",https://www.stormontvail.org/services/cotton-oneil-aco,Todd A Lutz,tolutz@stormontvail.org,(785) 354-5215,Kara  Welter,kawelter@stormontvail.org,(785) 354-6927,"66604(39.040151, -95.722739)"
A84870,Iowa Rural ACO,"IA, IL",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"9450 SW Gemini Dr, #88865, Beaverton, Oregon, 97008-7105",http://www.caravanhealth.com/public-reporting-iowa-rural-aco,Greg Paris,gparis@caravanhealth.com,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4582,"97008(45.460518, -122.806409)"
A78337,Rainier Health Network,WA,Currently Participating,2,01/01/2013,01/01/2016,0,1,0,0,0,0,1,"1149 Market Street, MS 10-34, Tacoma, Washington, 98402",http://rainierhealthnetwork.com/mssp,Dhyan Lal,dhyanlal@catholichealth.net,(253) 552-4128,Zach Knowling,zachk@quinnthomas.com,(206) 795-7415,"98402(47.252172, -122.443211)"
A61428,"University of Maryland Quality Care Network, LLC",MD,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"250 W Pratt Street, 24th Floor, Baltimore, Maryland, 21201",http://umms.org/services/um-quality-care-network/aco-public-reporting-information,Patrick Dooley,pdooley@umm.edu,(410) 562-3682,Patrick Dooley,pdooley@umm.edu,(410) 562-3682,"21201(39.295111, -76.622568)"
A33312,"CHSPSC ACO 9, LLC",IN,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4000 Meridian Blvd., Franklin, Tennessee, 37067",www.chs.net,Mark Barnhart,mark_barnhart@chs.net,(615) 925-4319,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"37067(35.92436, -86.797297)"
A38567,Mountain West ACO,"ID, MT, WY",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"9450 SW Gemini Dr, #88865, Beaverton, Oregon, 97008-7105",http://www.caravanhealth.com/public-reporting-national-rural-aco-23-llc ,Greg Paris,gparis@caravanhealth.com,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4582,"97008(45.460518, -122.806409)"
A12017,"Baptist Health Care Partners, LLC","IL, IN, KY",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"2701 Eastpoint Parkway, Louisville, Kentucky, 40223",https://www.baptisthealth.com/Pages/baptist-health-care-partners/public-reporting.aspx,Pat Harrod,pharrod@bhsi.com,(859) 335-4144,Kit Fullenlove,kfullenlove@bhsi.com,(859) 335-4144,"40223(38.259024, -85.54817)"
A43717,Louisiana Physicians ACO LLC,LA,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"3525 Prytania Street, Suite 526, New Orleans, Louisiana, 70115",lpaco.com,Joshua Lowentritt,drjlowentritt4@imsnola.com,(504) 897-1887,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"70115(29.926773, -90.102351)"
A76034,"Coastal Carolina Quality Care, Inc.",NC,Currently Participating,2,04/01/2012,01/01/2016,0,1,0,0,1,0,0,"1020 Medical Park Avenue, New Bern, North Carolina, 28562",www.ccqchealthcare.com,Stephen W Nuckolls,nuckolls@cchealthcare.com,(252) 514-6685,Carrie Hagan,chagan@cchealthcare.com,(252) 514-6685,"28562(35.087718, -77.104605)"
A86729,"New York Medical Partners ACO, LLC",NY,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"One Healthy Way, Oceanside, New York, 11572",newyorkmedicalpartners.com/publicreporting,Kevin Lawlor,Kevin.Lawlor@snch.org,(516) 632-3999,Lauren Valinoti,Lauren.Valinoti@snch.org,(516) 632-3999,"11572(40.635636, -73.637997)"
A12533,"Southcoast Accountable Care Organization, LLC","MA, RI",Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"101 Page Street, New Bedford, Massachusetts, 02740",www.southcoast.org/aco,Ronnie Brownsworth,BrownsworthR@southcoast.org,(508) 973-2175,Peter Cohenno,cohennop@southcoast.org,(508) 973-5280,"02740(41.636061, -70.938743)"
A47448,"Caribbean Accountable Care, LLC",PR,Currently Participating,1,01/01/2017,01/01/2017,0,0,0,1,0,0,0,"Torre Chardon, 350 Chardon Avenue, Suite 500, Hato Rey, Puerto Rico, 00918",http://www.cac-pr.com/aco-public-reporting/,Raul Montalvo-Orsini,raul.montalvo@mso-pr.com,(787) 622-3000 x2280,Myriam Aguilu-Cartagena,myriam.aguilu@mmmhc.com,(787) 622-3000,"00918(18.418957, -66.064877)"
A95010,"MultiCare Connected Care, LLC",WA,Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,1,"315-C6-ACO, 315 Martin Luther King Jr. Way, Tacoma, Washington, 98415",https://www.multicareconnectedcare.com/aco-public-reporting/,Zak Ramadan-Jradi,zramadanjradi@multicare.org,(253) 403-1877,Angela Tamajka,atamajka@multicare.org,(253) 403-1879,"98415(47.25308, -122.44153)"
A10419,Morehouse Choice ACO-ES,GA,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"1046 Ridge Avenue, Suite 4, Atlanta, Georgia, 30315",https://morehousechoiceacoes.org/home/why-be-part-of-morehouse-choice-accountable-care/participating-providers/your-aco-leadership-team/,Michelle Brown,mbrown@choice-aco.com,(770) 605-0502,Michelle Brown,mbrown@choice-aco.com,(770) 217-0997,"30315(33.705462, -84.384265)"
A65270,Midwest Health Coalition ACO,NE,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"7500 Mercy Road, Suite 1300, Omaha, Nebraska, 68124",www.MidwestHealthCoalitionACO.com,Gamini Soori,Gamini@midwestippa.com,(402) 393-3110,Kristen Allison,kristen@midwestippa.com,(402) 314-4775,"68124(41.234321, -96.051245)"
A28245,"Community Health Center Network Of Idaho, LLC","ID, OR, WA",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"1087 W. River Street Suite 160, Boise, Idaho, 83702",http://www.chcni.org/page/medicare-aco,Yvonne Ketchum-Ward,yketchum@idahopca.org,(208) 898-3828,Moriah Nelson,mnelson@idahopca.org,(208) 898-3824,"83702(43.634045, -116.200757)"
A34708,"Ascension Care Management Health Partners Evansville, LLC","IL, IN, KY",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"523 Mainstream Dr, Nashville, Tennessee, 37228-1238",http://ascensioncaremanagementaco.com/evansville/,Rachel Raymond,rachel.raymond@ascension.org,(615) 284-6439,John Bailey,john.bailey@ascension.org,(615) 761-3854,"37228(36.193837, -86.803025)"
A16779,Sunshine ACO LLC,TX,Currently Participating,2,01/01/2014,01/01/2017,0,0,0,1,0,1,1,"3420 Carmen Ave, Rancho Viejo, Texas, 78575",http://www.sunshine-aco.com/publicreporting.html,Yasmin Maldonado,yascarlett@hotmail.com,(956) 459-7994,Yasmin Maldonado,yascarlett@hotmail.com,(956) 459-7994,"78575(26.027967, -97.543169)"
A18013,"Aledade Louisiana ACO, LLC",LA,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"7315 Wisconsin Ave, Suite 1000E, Bethseda, Maryland, 20814",www.aledade.com/la/,Blaine Lindsey,blindsey@aledade.com,(504) 982-0379,Blaine Lindsey,blindsey@aledade.com,(504) 982-0379,"20814(39.003061, -77.102949)"
A28152,"Baptist Physician Partners ACO, LLC","FL, GA",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"841 Prudential Drive, Suite 1450, Jacksonville, Florida, 32207",http://www.baptistphysicianpartners.com/,Sharon Kaplan,Sharon.Kaplan@bmcjax.com,(904) 202-4745,Cindy Hamilton,Cindy.Hamilton@bmcjax.com,(904) 202-4907,"32207(30.293003, -81.634444)"
A39151,MD Value Care,VA,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"1021 East Cary Street, Suite 1400, Richmond, Virginia, 23219",http://mdvaluecare.com/public-reporting/,Katie Nunn,knunn@paraccess.com,(804) 591-3101,Tiffany Lange,langeconsulting@verizon.net,(804) 512-3017,"23219(37.541372, -77.435154)"
A20168,"Physician Quality Partners, LLC",NC,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"1505 Doctors Circle, Building B, Wilmington, North Carolina, 28401",www.physicianqualitypartners.org,Lydia F Newman,Lydia.Newman@nhrmc.org,(910) 667-7640,Lydia F Newman,Lydia.Newman@nhrmc.org,(910) 667-7640,"28401(34.238647, -77.942208)"
A23437,"Bassett Accountable Care Partners, LLC",NY,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"One Atwell Road, Cooperstown, New York, 13326",http://bassettaco.org/public-reporting/,Leonard Lindenmuth,Leonard.Lindenmuth@bassett.org,(607) 547-6804,Karen Huxtable-Hooker,karen.huxtable-hooker@bassett.org,(607) 547-3914,"13326(42.717237, -74.908187)"
A51609,Bridges Health Partners Accountable Care Organization,PA,Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,1,"500 Commonwealth Drive, Suite 200, Warrendale, Pennsylvania, 15086",bridgeshealthpartners.org,Elliot Smith,elliot.smith@butlerhealthsystem.org,(724) 538-9700,Richard Lusk,richard.lusk@butlerhealthsystem.org,(724) 284-4503,"15086(40.661367, -80.091059)"
A71487,"UMASS Memorial Accountable Care Organization, INC.",MA,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"One Biotech Park, 365 Plantation Street, 3rd Floor, Worcester, Massachusetts, 01605",https://www.umassmemorialhealthcare.org/about-us/umass-memorial-medicare-accountable-care-organization-aco,John Greenwood,john.greenwood@umassmemorial.org,(508) 334-0690,Anthony Berry,anthony.berry@umassmemorial.org,(508) 793-5394,"01605(42.289046, -71.79135)"
A01645,Community Health Network,"MN, WI",Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"559 Capitol Boulevard, St. Paul, Minnesota, 55103",www.chnmn.org,Len Kaiser,lkaiser@healtheast.org,(651) 232-6789,Len Kaiser,lkaiser@healtheast.org,(651) 232-6789,"55103(44.962138, -93.122416)"
A13682,"Accountable Care Coalition of Syracuse, LLC",NY,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"1001 West Fayette Street , Syracuse, New York, 13204",http://www.accsyracuse.com/acopdfs/accsyracuse/A1277RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,jeffery.spight@universalamerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,"13204(43.0503, -76.174991)"
A91485,"Accountable Care Coalition of Alabama, LLC",AL,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"1819 Fifth Avenue North, Suite 1000, Birmingham, Alabama, 35203",,Chad Gottier,Chad.Gottier@healthspring.com,(205) 426-1213 x511213,Chad Gottier,Chad.Gottier@healthspring.com,(205) 426-1213 x511213,"35203(33.518662, -86.809645)"
A50347,Baptist Physician Alliance ACO LLC,AL,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"1130 22nd St South Suite 1000, Birmingham, Alabama, 35205",http://bpa.bhsala.com/BPA-ACO,Thomas Milko,Thomas.Milko@bhsala.com,(205) 715-5902,Kate Darden,kate.darden@bhsala.com,(205) 715-5196,"35205(33.496089, -86.806032)"
A60548,CVACC,VA,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"1901 Tate Springs Road, Lynchburg, Virginia, 24501",www.centraalliance.com/aco-public-reporting,Matthew Johnson,Matthew.Johnson@centrahealth.com,(434) 200-7187,Diane Baker,Diane.Ludwig@centrahealth.com,(434) 200-3131,"24501(37.377446, -79.159003)"
A09897,"Accountable Care Coalition of The Tri-Counties, LLC",SC,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"PO Box 80279, Charleston, South Carolina, 29416",http://www.acctricounties.com/acopdfs/acctricounties/A1100RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,"29416(32.77647, -79.931027)"
A06512,"ProMedica Health Network, Inc.","MI, OH",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"100 Madison Ave, MSC-S29903, Toledo, Ohio, 43604",https://www.promedica.org/Pages/for-health-professionals/promedica_health_network/accountable-care-organization.aspx,Timothy Walsh,Timothy.Walsh@ProMedica.org,(567) 585-7454,Deno Monnett,Deno.Monnett@ProMedica.org,(567) 585-7429,"43604(41.653038, -83.541615)"
A25701,"BayCare Physician Partners ACO, LLC",FL,Renewal,2,01/01/2015,01/01/2018,0,0,0,1,0,0,1,"2985 Drew St., Clearwater, Florida, 33759-3012",https://baycarephysicianpartners.org/content/aco/aco-public-reporting/,Ethan Chernin,ethan.chernin@baycare.org,(727) 519-1819,Claudia Knowles,claudia.knowles@baycare.org,(727) 519-1856,"33759(27.979595, -82.713159)"
A44604,"Trillium Health, LLC",MI,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"125 Park Street, Suite 300, Traverse City, Michigan, 49684",www.trilliumhealth.net,Marie Jannausch-Hooper,mhooper@npoinc.org,(231) 421-8505,Bryanna Pataky,bpataky@npoinc.org,(231) 421-8505,"49684(44.785836, -85.68327)"
A71489,Barnabas Health Care Network,NJ,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"95 Old Short Hills Road , West Orange , New Jersey, 07052",http://www.barnabashealthcarenetwork.org/aboutus.html,Julie A Owen,julie.owen@rwjbh.org,(973) 322-4445,Julie A Owen,julie.owen@rwjbh.org,(973) 322-4445,"07052(40.787592, -74.260387)"
A25097,"Cleveland Clinic Medicare ACO, LLC","FL, OH",Renewal,2,01/01/2015,01/01/2018,0,1,0,0,0,0,1,"6000 West Creek Rd, #10, Independence, Ohio, 44131",http://my.clevelandclinic.org/patients-visitors/aco/aco-public-reporting-information,Brian Donley,DONLEYB@ccf.org,(216) 442-5609,Monica Deadwiler,deadwim@ccf.org,(216) 445-0300,"44131(41.384363, -81.658408)"
A49534,"Capital Health Accountable Care Organization, LLC","NJ, PA",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"750 Brunswick Avenue, Trenton, New Jersey, 08638",http://www.capitalhealth.org/medical-services/aco/public-reporting-information ,Robert Remstein,rremstein@capitalhealth.org,(609) 537-6081,Jason Stacchini,jstacchini@capitalhealth.org,(609) 815-7572,"08638(40.253327, -74.762484)"
A59256,"Maine Community Accountable Care Organization, LLC",ME,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"73 Winthrop Street , Augusta, Maine, 04330",http://www.mainecommunityaco.com/acopdfs/mainecommunityaco/A1274RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,"04330(44.355538, -69.749067)"
A87238,"Tar River Health Alliance, LLC",NC,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"3221 Zebulon Road, Suite A, Rocky Mount, North Carolina, 27804",http://www.tarriverhealth.com/medicare-shared-savings.html,Martha Chesnutt,mchesnutt@boice-willis.com,(252) 451-3250,Latonya Joyner-Griffin,ljoyner-griffin@boice-willis.com,(252) 451-7561,"27804(35.981037, -77.838228)"
A60892,"Arizona Connected Care, LLC",AZ,Currently Participating,2,04/01/2012,01/01/2016,1,0,0,0,0,0,0,"5395 E. Erickson Drive, Tucson, Arizona, 85712",http://www.azconnectedcare.org/who-we-are/public-reporting-information/,David Yarger,david.yarger@azconnectedcare.org,(520) 324-4342,David Yarger,david.yarger@azconnectedcare.org,(520) 324-4342,"85712(32.250807, -110.887371)"
A81718,"Health Point ACO, LLC",FL,Currently Participating,2,01/01/2014,01/01/2017,0,1,0,0,0,0,0,"2055 Wood Street, Suite 100, Sarasota, Florida, 34237",http://healthpointaco.com/about,Neil Bedi,nbedi@hpphealth.com,(941) 284-7264,Inita Bedi,ibedi@hpphealth.com,(941) 284-5448,"34237(27.337475, -82.514135)"
A23813,"OhioHealth Venture, LLC",OH,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"180 E. Broad Street, 34th Floor, Columbus, Ohio, 43215",www.ohiohealth.com/medicareACO,"Philip H Taylor, Jr.",Philip.TaylorJr@ohiohealth.com,(614) 566-0034,Lara Lindsay,sginther@ohiohealthgroup.com,(614) 566-0097,"43215(39.965574, -83.005803)"
A93380,"CHSPSC ACO 6, LLC",TX,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4000 Meridian Blvd., Franklin, Tennessee, 37067",www.chs.net,Mark Barnhart,mark_barnhart@chs.net,(615) 925-4319,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"37067(35.92436, -86.797297)"
A10273,"BJC HealthCare ACO, LLC","IL, MO",Currently Participating,2,07/01/2012,01/01/2016,0,0,0,1,0,0,1,"670 Mason Ridge Center Drive, Suite 300, St. Louis, Missouri, 63141",www.bjcaco.org/About-Us/Quality,Sandra Van Trease,sandra.vantrease@bjc.org,(314) 286-2111,Nancy Kadlec,Nancy.Kadlec@bjc.org,(314) 368-3742,"63141(38.659529, -90.455164)"
A07527,"Premier Patient Healthcare, LLC","OK, TX",Currently Participating,2,01/01/2014,01/01/2017,0,1,0,0,0,0,0,"2340 East Trinity Mills Road, Suite 250, Carrollton, Texas, 75006",http://www.premierphc.com/PublicReporting.aspx,Mohammad A Kazi,anwar.kazi@premiermgmtco.com,(972) 417-8937,Michael Camacho,Michael.Camacho@premiermgmtco.com,(972) 417-8937,"75006(32.964454, -96.894912)"
A46707,"Premier ACO Physicians Network, LLC",CA,Currently Participating,2,04/01/2012,01/01/2016,1,0,0,0,0,0,0,"10833 Valley View Street, Suite 300, Cypress, California, 90630",http://www.premieraco.com/about-us.html,Anthony Guastella,anthony.guastella@coasthealthcare.net,(562) 602-1563 x290,Anthony Guastella,anthony.guastella@coasthealthcare.net,(562) 602-1563 x290,"90630(33.817529, -118.039306)"
A16978,"Aledade Accountable Care 16, LLC",PA,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"7315 Wisconsin Ave, Suite 1000E, Bethesda, Maryland, 20814",www.Aledade.com/PMAMSSP,Ahmed Haque,ahmed@aledade.com,(202) 644-8817,Ahmed Haque,ahmed@aledade.com,(202) 644-8817,"20814(39.003061, -77.102949)"
A90730,"Accountable Care Coalition of Community Health Centers, LLC","AR, DC, FL, IL, KY, MD, MI, RI",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4888 Loop Central Drive, Suite 700, Houston, Texas, 77081",www.acccommunityhealth.com,Jeffery Spight,Jeffery.Spight@universalamerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@universalamerican.com,(480) 250-1984,"77081(29.709635, -95.481401)"
A73727,Indiana Lakes ACO,"IN, MI",Currently Participating,2,01/01/2013,01/01/2016,0,1,0,0,0,0,1,"200 High Park Ave, Goshen, Indiana, 46526",IndianaLakesACO.com,Larry  Allen,lallen@goshenhealth.com,(574) 364-2179,Bruce McDonald,bmcdonald@goshenhealth.com,(574) 364-2564,"46526(41.561899, -85.8627)"
A77282,"CHSPSC ACO 8, LLC","AK, AZ, NM, NV",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4000 Meridian Blvd., Franklin, Tennessee, 37067",www.chs.net,Mark Barnhart,mark_barnhart@chs.net,(615) 925-4319,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"37067(35.92436, -86.797297)"
