ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,acute_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO44,ACO43,ACO11,ACO12,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30
A43717,Louisiana Physicians ACO LLC,Louisiana,Renewal,2,01/01/2014 12:00:00 AM,1,0,0,01/01/2017 12:00:00 AM,1,0,0,0,0,11062,-0.034825435,0.029362673,-4532368,0,,0,1,0.9617,,1,1,12156,12013,130145346,134677715,,,0.5,0.4809,69259,11103,18417,8923,67350,10552,17358,9130,72451,11164,18532,9864,72834,11500,17533,10216,12580,1.005,1.111,1.111,1.086,0.968,1.098,1.086,1.105,0.964,1.068,1.057,1.088,0.947,1.131,1.007,1.07,192,2003,1373,6945,10706,196,2014,1431,7065,2450,4463,2867,1282,6385,4677,8227,2574,31,35,36,159,4209,3017,462,545,248,408,816,6,2896,3255,159,849,321,440,367,18,31,24,26,15,29,173,781,55,1115,286,869,263,11004,4216,5379,1362,47,0,0,0,0,0,61,162,49,21,0,82.9,96.05,95.55,87.98,65.5,73.32,71.8,33.2,14.92,17.7,56.52,79.5,67.69,56.47,2.67,100,82.03,77.71,76.06,71.95,80.17,96.82,65.34,63.89,72.92,82.92,11.9,57.18,10.12,64.47,71.26,94.53
A18812,RWJ Partners LLC,New Jersey,Renewal,2,01/01/2014 12:00:00 AM,1,0,0,01/01/2017 12:00:00 AM,1,0,0,0,0,13633,0.023231014,0.027819764,3565110,0,,0,1,0.9375,,1,1,11519,11512,153463380,149898270,,,0.5,0.4688,106013,11966,13434,10179,102077,11608,16894,10479,96994,10754,16458,10153,90600,11769,16903,10272,11251,1.017,1.079,1.026,1.047,1.022,1.002,1.044,1.037,1.027,0.993,1.046,1.045,0.988,0.993,1.093,1.01,93,1645,787,11519,13323,81,1477,654,11111,1893,6166,3695,1879,7885,5748,11091,1216,381,272,4,669,3376,3029,83,206,99,207,1003,0,1890,4165,119,454,208,290,270,2,10,8,20,12,17,177,832,75,583,225,697,327,11371,4109,6562,697,4,0,0,0,0,1,210,243,72,41,0,84.89,95.64,94.15,84.03,65.36,79.78,72.09,23.26,15.04,18.52,57.37,73.09,59.32,70,1.86,100,89.14,75.91,74.92,80,85.31,99.3,74.82,71.76,75.29,86.9,11.11,56.48,15.61,64.29,69.16,92.72
A49168,"CMG ACO, LLC",Connecticut,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,15741,0.022478642,0.026703541,4053935,0,,0,1,0.9289,,0,,11687,11203,180346070,176292135,,,0.5,0.4645,89914,10495,15513,9581,104611,10494,16242,9757,86240,11323,14654,10028,89682,10957,16507,10202,11425,1.054,0.98,1.049,1.024,1.023,1.002,1.018,1.029,1.052,1.019,1.008,1.018,1.015,1.002,0.945,1.001,130,1476,1675,13928,15431,109,1266,1473,12583,1713,6824,4714,2490,8896,6845,14275,650,118,92,3,603,3333,3078,77,99,96,178,971,0,2309,3699,154,929,186,276,263,2,3,7,18,7,10,151,840,75,652,211,743,247,11925,4406,5854,1657,8,0,0,0,0,0,91,107,44,33,0,85.62,94.79,93.72,84.61,65.07,78.35,73.57,22.4,15.16,19.16,52.8,75.14,56.18,54.84,1.16,100,91.81,86.4,83.55,87.6,83.7,99.09,46.96,81.05,81.03,89.08,9.68,62.1,12.5,68.95,80,92.21
A91307,Frederick Integrated Healthcare Network LLC,Maryland,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,10425,0.02711057,0.029744949,3315496,0,,0,1,0.8825,,0,,12040,11994,122295331,118979835,,,0.5,0.4412,100904,13475,21607,11092,97029,12150,17598,11301,103122,12600,16823,10828,94396,13108,14819,10794,11713,1.046,1.052,1.128,1.056,1.047,1.115,1.133,1.033,1.036,1.044,0.959,1.038,0.953,0.962,0.846,0.978,50,934,304,6987,10158,68,951,359,8779,1281,4949,2934,1261,5938,4487,9280,666,106,36,4,333,4155,4099,7,42,11,177,641,0,1820,4546,115,472,228,267,264,0,2,1,15,13,16,159,837,54,608,209,989,428,10948,3696,5860,1389,2,0,0,0,0,3,62,149,41,46,0,76.57,90.39,89.56,81.97,60.94,71.79,74.46,19.77,14.79,18.41,51.49,77.06,57.23,66.67,1.96,100,72.17,95.56,75.32,81.85,79.59,99.19,72.58,70,65.32,87.45,4.41,42.74,10.89,48.79,80,95.56
A95248,"Holy Cross Physician Partners ACO, LLC",Florida,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,14551,0.02365695,0.027268854,4098872,0,,0,1,0.9206,,0,,12245,11930,173262904,169164032,,,0.5,0.4603,87975,10801,18888,10811,80372,12333,20173,10944,100902,12395,19540,11238,90772,12263,19109,11389,11955,1.003,1.077,1.021,1.094,1.008,1.066,1.017,1.106,1.073,1.018,1.014,1.095,0.991,1,1.012,1.063,65,846,614,13700,14149,37,712,576,12825,1178,6720,4046,2607,7831,6720,12833,907,80,199,10,522,3385,2712,72,608,44,386,679,0,2376,4226,96,895,212,336,298,2,29,7,15,9,19,163,816,57,705,244,816,387,11966,3912,7398,644,13,0,0,0,0,0,84,127,0,0,0,78.8,93.11,91.87,84.97,57.98,72.46,72.29,25.15,15.11,17.98,47.06,78.72,60.96,54.55,1.91,100,97,74.5,67.36,56.81,88.71,98.46,53.2,69.2,73.12,80.32,0,46.69,13.86,52.11,71.43,90.87
A11353,WellSpan Population Health Services,"Pennsylvania, Maryland",Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,42937,0.020712186,0.022706224,8767474,0,,0,1,0.9438,,0,,10132,9393,423300295,414532821,,,0.5,0.4719,69902,8667,14929,8213,80840,9135,14709,8399,78983,9059,15330,8649,76684,9956,14748,9155,9923,0.97,0.966,1.022,1.026,0.984,0.964,1.043,1.031,1.019,0.974,1.05,1.02,1.005,0.93,1.012,1.027,255,4886,1702,33068,41776,296,4695,1488,35297,6130,18236,12240,6331,24565,18372,40555,920,172,292,14,984,3357,2695,63,549,81,220,599,0,2366,2951,95,366,197,316,280,2,28,7,18,11,13,153,851,56,600,212,815,222,9346,4160,3672,1481,34,0,6,0,0,6,479,632,330,209,0,87.19,95.11,93.95,85.91,63.21,77.55,74.89,24.79,14.37,15.32,50.51,73.67,56.73,56.5,1.45,100,91.19,76.52,85.12,87.94,68.55,74.7,63.16,74.9,78.88,82.82,0,55.02,10.04,59.44,72.8,92.89
A25744,PACN,North Carolina,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,14015,0.037213703,0.027590518,4805771,4805771,,2104728,1,0.8938,,0,,9421,8762,129139813,124334042,,,0.5,0.4469,73026,8596,13237,7679,70060,8896,13113,7956,65552,8498,12784,8085,61510,9282,13484,8440,9070,1.01,1.029,1.053,0.964,0.985,0.978,1.038,0.959,0.977,1.002,0.969,0.957,0.934,0.965,1.006,0.949,107,1178,575,12304,13708,97,1017,518,12076,1417,6548,4341,1709,7985,6030,12126,1455,46,39,51,298,2569,2471,23,72,7,227,457,0,1850,3482,72,271,257,271,265,1,4,1,17,13,17,157,810,47,595,198,925,383,11448,4445,4795,2194,15,0,0,0,0,0,32,97,33,36,0,80.69,94.12,94.19,81.16,60.45,77.98,75.81,26.53,14.94,20.1,55.25,76.2,61.27,67.74,1.89,100,24.21,95.29,88,92.77,76.56,86.12,75.54,85.61,83.84,80.35,20,52.42,12.9,56.85,69.07,90.73
A74448,Cotton-O'Neil ACO llc,Kansas,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,25078,-0.005907463,0.024492183,-1464807,0,,0,1,0.8512,,0,,10145,9556,247958687,249423493,,,0.5,0.4256,73890,9147,16308,8066,75908,9485,16520,8442,78416,10370,18182,8440,80429,10755,17027,9332,10205,0.962,0.989,1.103,0.959,1.008,1.057,1.109,0.976,1.036,1.068,1.128,0.97,1.036,1.045,1.047,0.978,145,3072,956,18305,24442,138,3117,924,20264,3933,10940,7036,3169,14357,10721,23109,1037,86,192,120,534,3544,2957,35,470,88,262,794,0,2216,2938,107,307,256,383,345,1,29,8,17,9,15,179,818,76,732,242,915,284,9520,3051,3902,2529,38,0,0,0,0,1,130,214,152,50,0,85.48,92.93,92.29,86.54,62.69,73.96,74.11,30.08,15.42,19.52,62.54,90.69,74.54,58.59,1.68,100,90.51,99.6,79.76,94.72,93.33,99.02,97.7,80.5,85.28,78.22,19.38,61.35,9.56,66.14,70.67,93.85
A73551,St. Francis Accountable Health Network,Kansas,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,7160,-0.069278983,0.03367968,-5121151,0,,0,1,0.9065,,0,,10616,9405,73920697,79041848,,,0.5,0.4533,76703,9212,15716,7703,65334,8522,15580,7806,79943,10872,16877,8523,75591,11585,19471,10256,11351,0.908,0.957,1.033,0.937,0.964,0.992,0.971,0.949,0.949,1.02,1.028,0.976,0.977,1.103,1.182,1.045,55,1226,294,6776,6963,37,951,430,5546,1140,3273,1865,882,4047,3113,6495,361,27,78,40,159,3666,3148,49,395,122,512,1010,0,3049,2595,115,300,281,384,350,1,23,9,22,11,21,163,819,84,827,254,970,273,9279,3094,3588,2160,437,2,0,3,0,4,80,218,89,25,0,75.95,91.16,89.62,87.5,62.39,73.77,71.96,25.72,14.71,18.16,53.35,79.87,65.11,60,2.01,100,92.35,86.51,73.48,81.47,69.18,97.58,77.81,67.31,72.33,77.66,0,35.34,15.85,41.35,70.11,95.98
A72677,Signature Partners,"Virginia, West Virginia",Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,34935,-0.021669026,0.02350645,-7411479,0,,0,1,0.9175,,0,,10042,9229,342031028,349442507,,,0.5,0.4587,83243,10051,13351,8397,83529,10441,12915,8187,78735,10694,13889,8126,79383,12427,14641,9219,10260,1.073,1.013,0.934,0.93,1.096,1.028,0.926,0.922,1.064,1.049,0.901,0.911,1.015,1.042,0.935,0.921,170,3354,1616,23594,34060,228,3165,1718,28949,4387,17113,9678,3757,19808,15127,28570,2839,1137,676,16,1697,3217,2945,31,200,60,210,513,3,2210,3557,151,507,213,299,281,1,10,7,17,12,17,165,799,44,790,192,817,365,9714,3216,5014,940,543,8,11,6,0,15,681,1190,543,240,4,78.07,91.13,90.7,83.48,58.61,74.65,73.06,20.65,14.79,17.28,55.86,86,64.53,63.48,1.91,100,95.36,73.76,68.77,78.89,73.93,94.12,52.85,59.54,63.21,84.44,2.44,30.22,17.16,34.33,67.6,89.5
A65633,Baylor Scott & White Quality Alliance,Texas,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,116607,0.000104618,0.02,119949,0,,0,1,0.9206,,0,,10060,9361,1146544013,1146424063,,,0.5,0.4603,68057,10165,15021,8313,71025,10168,14674,8305,69740,10545,14691,8428,74049,10986,15234,9201,10059,0.957,1.014,0.997,0.946,0.969,1.048,0.975,0.947,0.976,1.034,0.968,0.942,0.978,0.999,0.94,0.954,732,10474,4147,85817,113967,852,10235,4027,98853,14311,58808,32170,11318,67950,48657,99912,10172,1336,2129,183,2875,3053,2351,111,449,50,190,458,129,2242,3258,93,766,228,299,253,4,24,5,14,9,15,159,802,37,672,194,876,363,9882,3895,4623,1342,22,2,0,14,0,16,1371,1555,704,604,18,76.92,94.39,93.32,84.25,63.43,77.52,74.29,26.85,14.57,18.78,47.6,72.35,56.12,62.5,1.78,100,46.86,89.45,75.7,88.76,73.12,99.3,80.51,74.31,77.22,83.82,5.45,48.95,11.54,53.5,75.57,93.8
A74976,"North Central Arizona Accountable Care, LLC",Arizona,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,15949,-0.040686587,0.026620324,-6152212,0,,0,1,0.9966,,0,,9709,8817,151209826,157362038,,,0.5,0.4983,65690,8264,14374,8447,81245,9167,15215,8627,78644,7873,15055,8405,102596,10911,18950,9631,10104,0.992,0.879,0.86,0.913,0.93,0.914,0.86,0.915,1.067,0.901,0.875,0.896,1.091,0.921,0.893,0.898,43,902,243,12894,15575,48,676,222,14630,1189,8498,4721,1541,8897,7052,15144,77,41,116,165,406,3377,3043,34,304,33,271,410,0,1905,3663,105,421,230,222,205,1,14,3,7,5,9,124,771,32,608,133,631,317,9488,3363,4421,1686,17,2,0,0,0,2,148,371,127,130,0,74.04,91.06,90.18,78.71,63.51,77.87,73.96,29,14.62,17.31,40.64,55.76,43.52,50,1.27,100,98.97,97.61,94.05,82.02,93.31,99.76,85.32,84.13,90.87,86.93,8.62,78.1,10.78,85.62,84.5,95.27
A88553,"Franciscan ACO, Inc.","Indiana, Illinois",Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,57708,-0.007517846,0.020458246,-4359837,0,,0,1,0.9016,,0,,10329,9549,579931694,584291531,,,0.5,0.4508,84075,9026,17708,8330,87624,8716,16982,8198,85499,9455,16945,8553,80912,10435,17536,9439,10406,1.031,0.986,1.062,0.993,1.023,0.992,1.024,0.979,1.019,0.996,1.032,0.986,1.003,1.009,1.01,0.996,439,8515,2654,50106,56147,342,7146,2813,45846,9202,26947,15223,6336,33896,23812,51963,3933,254,374,13,1171,3389,3002,101,264,68,171,904,0,2503,2944,113,427,269,330,306,3,14,8,19,15,17,169,805,68,765,221,812,265,9632,3388,4612,1545,88,0,6,1,0,53,511,689,371,92,6,73.29,92.86,91.52,80.4,60.23,69.18,74.26,33.24,14.65,18.78,55.5,82.3,62.07,59.87,2,100,100,84.79,68,83.53,75.21,98.39,55.78,69.31,78.66,90.98,4.4,50.4,12.5,54.03,74.6,95.65
A59161,"LifeBridge Health ACO, LLC",Maryland,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,20327,0.06058543,0.024967299,15739112,15739112,,6814968,1,0.8837,,0,,13105,12324,259783782,244044670,,,0.5,0.4418,88441,15849,20083,10878,94672,13548,20481,10810,93264,14003,17251,10717,96925,12570,16245,11075,12311,0.99,1.125,1.089,0.98,1.047,1.026,1.036,0.974,1.012,1.032,0.998,0.972,0.993,0.961,0.904,0.987,203,2781,989,18401,19824,175,2457,1116,16075,3180,9574,5433,2140,12343,7984,12872,6564,235,64,4,588,4324,4278,5,24,23,150,605,0,3300,3725,102,418,195,251,248,0,1,2,15,11,15,151,810,53,652,194,765,328,10293,3867,5233,1188,6,0,0,0,0,3,266,432,122,282,0,75.65,92.43,93.14,84.95,61.95,75.79,73.86,24.4,14.66,17.85,52.32,76.33,55.64,67.61,1.72,100,86.89,84.11,76.9,80.25,74.22,95.33,53.91,73.79,71.24,72.76,0,47.22,20.63,55.56,64.17,85.61
A34814,Aledade Delaware ACO LLC,"Delaware, Maryland",Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,22230,0.026267106,0.024776993,5637499,5637499,,2638892,1,0.9553,,0,,9855,9239,214622005,208984506,,,0.5,0.4776,74709,9041,12232,8136,84264,10026,11925,8299,86086,10378,13572,8720,86052,11263,13489,9065,9596,1.024,1,0.959,0.974,1.06,1.011,0.905,0.957,1.022,1.028,0.954,0.964,0.996,1.03,0.887,0.964,51,2319,889,15974,21778,27,2187,1054,18510,2890,11442,6000,1898,12466,9764,18306,3091,112,105,6,610,2862,2520,39,269,63,245,520,0,1946,3476,106,414,239,259,238,1,14,7,14,11,17,149,834,41,576,182,812,316,11234,4872,5085,1217,60,0,3,0,0,0,78,4,36,15,0,82.28,93.78,92.57,80.15,68.04,77.15,75.8,27.01,15.01,18.43,48.46,73.85,57.72,62.96,2.15,100,86.65,86.94,85.57,90.54,85.26,98.74,85.28,83.39,81.76,86.58,25,50.99,13.58,58.28,75.42,95.59
A29195,Heathcare Partners of the North Country,New York,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,10676,-0.081230567,0.029594319,-8142480,0,,0,1,0.9148,,0,,9640,9183,100239118,108381599,,,0.5,0.4574,69552,8705,12607,7639,69401,9328,11819,7741,89628,9001,13375,7814,80888,11111,16090,9031,10423,0.973,0.938,1.07,1.083,1.047,0.916,1.024,1.06,1.029,0.946,1,1.036,0.978,0.94,1.057,1.018,67,1723,750,5460,10398,66,1822,847,7664,2163,4440,2725,1348,5857,4819,10233,64,24,15,36,304,3695,3458,4,124,117,91,664,0,2832,2768,158,280,260,316,298,0,6,13,19,17,20,172,819,42,861,197,831,358,10184,4034,3776,2342,33,6,2,0,0,6,179,368,157,164,0,81.91,94.05,93.91,82.43,60.72,78,74.26,19.91,14.78,17.2,52.94,75.24,62.26,52,1.97,100,94.81,83.6,72.22,72,63.6,93.67,75.92,64.92,67.47,35.48,3.33,34.86,15.49,38.03,69.63,87.5
A23513,"SLPA ACO, LLC","Missouri, Illinois",Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,18216,0.049645735,0.025713343,9156332,9156332,,4168525,1,0.9291,,0,,10423,10019,184433404,175277072,,,0.5,0.4646,75126,10542,18007,8442,76579,10186,17135,8368,81556,9503,16785,8521,75920,9430,14364,8950,9906,1.064,1.12,1.212,1.112,1.039,1.118,1.237,1.108,1.066,1.071,1.19,1.088,1.011,1.012,1.07,1.099,206,2914,1369,15061,17694,159,2424,939,14172,3073,7984,4706,2453,10303,7913,16413,1223,93,20,11,456,3169,2771,55,298,57,372,639,1,2000,3179,122,412,231,345,320,2,15,9,21,10,19,170,801,67,741,236,794,227,8891,3850,4112,894,35,0,0,0,0,12,163,284,112,29,1,85.02,94.33,93.98,86.62,62.66,77.3,72.05,26.01,15.03,19.31,52.12,75.31,61.26,53.52,1.85,100,72.43,71.27,74,81.03,71.51,85.56,50.11,76.46,76.37,78.39,3.03,52.61,16.42,58.58,75.48,84.16
A86004,NewYork Quality Care,"New York, New Jersey",Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,38033,0.036206565,0.02319664,17841991,17841991,,7130415,1,0.8156,,0,,13279,13398,492783296,474941306,,,0.5,0.4078,88675,14486,14002,10899,88765,14718,14770,10699,95274,15625,16017,11359,81113,14711,16045,11149,12798,1.149,1.32,1.027,1.1,1.092,1.312,1.017,1.084,1.106,1.315,1.027,1.115,1.038,1.225,1.036,1.056,432,3742,4255,24778,37109,412,3571,4010,29115,4785,16474,11114,5660,22324,15709,29220,4227,696,1568,25,2297,4291,3957,55,226,97,149,817,0,2905,4290,86,538,277,319,302,2,10,5,17,7,15,190,797,46,625,230,827,471,10649,2827,7288,518,16,0,0,0,0,4,996,2931,502,247,0,79.88,93.77,93.16,81.41,59.63,76.05,71.5,17.09,15.57,18.23,62.15,83.57,66.07,65.28,1.66,100,90.39,41.98,71.21,70.66,54.06,94.9,27.22,61.31,61.13,82.17,0,40.63,15.41,44.48,67.9,90.32
A95812,"MyHealth First Network, LLC",South Carolina,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,58472,0.029326269,0.020305431,16384900,16384900,,7863011,1,0.9794,,0,,9817,9178,558710682,542325783,,,0.5,0.4897,79262,8697,15256,8242,83461,8515,14136,8207,80042,8671,14100,8137,73845,9188,16572,8734,9529,0.952,0.984,0.989,0.961,0.933,0.95,1.001,0.959,0.967,0.951,0.947,0.943,0.956,0.949,1.071,0.954,463,8644,2855,44160,56911,465,7097,1502,47847,9281,27988,15481,5722,33316,25156,51271,5881,140,141,31,1008,2913,2505,55,304,71,277,563,0,2474,2724,159,448,241,266,242,2,15,8,13,8,14,146,775,47,649,164,717,272,9913,3877,4407,1416,213,0,0,0,0,0,772,1139,0,0,0,82.87,92.76,92.17,83.86,61.11,75.36,73.07,26.57,13.94,17.51,46.02,63.32,52.81,63.46,1.73,100,6.69,91.35,78.6,80.99,71.14,83.94,71.6,61.48,63.81,78.9,11.76,30.28,12.35,32.67,68.97,92.77
A92234,CHWN ACO,Illinois,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,11826,-0.048228544,0.028904181,-6384450,0,,0,1,0.9083,,0,,11428,10377,132379070,138763520,,,0.5,0.4542,71894,10127,19648,9079,97788,10281,21070,9251,109855,11799,20136,9464,95928,14182,22407,10914,11979,1.015,0.924,0.99,0.935,1.054,0.929,1.084,0.938,1.073,0.999,1.072,0.923,1.074,1.111,1.113,1,55,954,363,10157,11583,50,962,429,10142,1292,5723,3503,1308,6855,4971,11323,53,74,81,4,291,3876,3513,47,285,56,275,1046,0,2753,3442,136,529,270,373,353,1,14,4,19,17,20,178,840,86,690,258,820,276,9876,3429,5072,1373,2,0,0,0,0,0,81,150,0,0,0,78.52,91.71,90.97,79.84,60.27,78.05,72.87,25.88,14.77,18.56,57.92,87.92,69.29,52.94,2.3,100,12.76,94.05,78.33,70.93,80.24,98.85,74.52,64.52,65.54,80.58,4.44,37.75,14.46,41.77,81.6,95.4
A60552,"Innovative Health Alliance of New York, LLC",New York,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,22966,-0.037204214,0.02470339,-7951473,0,,0,1,0.8526,,0,,9559,8720,213725069,221676542,,,0.5,0.4263,64859,8194,11209,7607,70842,7675,11147,7485,71369,8690,11461,7553,71232,9574,12541,8670,9915,0.974,0.982,0.999,1.057,0.984,0.95,1.023,1.024,0.987,0.964,0.997,1.053,0.973,0.962,1.044,1.019,198,4321,1667,14801,22358,270,4489,1783,15816,5372,9336,5322,2936,12855,10111,20382,1358,201,221,26,778,3305,2990,8,241,79,113,463,0,2253,3278,159,314,219,355,330,0,14,11,19,15,17,200,777,43,852,263,790,261,9765,3178,5041,1376,171,0,6,0,0,6,444,476,281,310,0,83.22,95.12,93.95,83.19,62.84,78.64,71.63,19.43,15.49,17.56,54.66,92.07,67.55,67.42,1.84,100,28.44,80.12,77.1,75.23,62.73,71.52,71.92,60.56,60.25,84.76,2.86,55.52,14.61,61.36,71.75,90.3
A59192,Franciscan Riverview Health ACO,Indiana,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,5585,-0.052557246,0.037243243,-2440957,0,,0,1,0.8511,,0,,8527,8326,46443769,48884725,,,0.5,0.4256,78298,10191,16210,7515,63056,8694,15721,7523,108729,9564,15912,7699,54031,9862,14317,8558,8976,0.998,0.993,0.972,0.968,0.933,1.025,0.942,0.943,1.01,0.991,0.939,0.935,0.933,0.914,0.878,0.877,13,471,157,4210,5446,9,505,213,4719,706,2773,1516,590,3236,2349,5340,67,29,7,4,138,2779,2241,16,481,66,155,695,0,2152,2589,77,488,241,258,229,0,23,6,9,12,17,130,810,52,642,147,653,249,9000,4013,3963,1020,4,0,0,0,0,28,47,37,22,20,0,82.29,91.93,91.63,83.85,53.52,77.5,73.81,27.49,14.75,17.57,46.22,65.47,51.94,55.56,2.01,100,76.56,65.59,71.91,79.03,70.85,79.44,31.17,62.9,74.6,80.62,0,33.47,14.11,38.71,74.6,90.73
